Date,Shift,Machine_ID,Planned_Production_Time_mins,Downtime_mins,Ideal_Cycle_Time_sec,Total_Parts_Produced,Rejected_Parts,Good_Parts,Availability,Performance,Quality,OEE,Availability_pct,Performance_pct,Quality_pct,Primary_Loss,OEE_Category,Anomaly_Score,Is_Anomaly
2026-07-02,B,M1-HPDC,480,26,30.23,608,33,575,0.9458333333333333,0.6747371512481645,0.9457236842105263,60.36,94.58,67.47,94.57,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-02,B,M2-HPDC,480,19,28.49,661,41,620,0.9604166666666667,0.6808347794649313,0.9379727685325264,61.33,96.04,68.08,93.8,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-02,B,M3-HPDC,480,82,29.19,774,76,698,0.8291666666666667,0.946108040201005,0.9018087855297158,70.75,82.92,94.61,90.18,Availability Loss,🟡 Average,1,✅ Normal
2026-07-02,B,M4-HPDC,480,22,33.52,639,74,565,0.9541666666666667,0.7794497816593887,0.8841940532081377,65.76,95.42,77.94,88.42,Performance Loss,🟡 Average,1,✅ Normal
2026-07-02,C,M1-HPDC,480,70,28.59,650,63,587,0.8541666666666666,0.7554268292682926,0.9030769230769231,58.27,85.42,75.54,90.31,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-02,C,M2-HPDC,480,51,30.23,689,65,624,0.89375,0.8091868686868687,0.9056603773584906,65.5,89.38,80.92,90.57,Performance Loss,🟡 Average,1,✅ Normal
2026-07-02,C,M3-HPDC,480,81,32.75,547,12,535,0.83125,0.7482978279030911,0.9780621572212066,60.84,83.12,74.83,97.81,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-02,C,M4-HPDC,480,69,34.54,597,44,553,0.85625,0.8361873479318735,0.9262981574539364,66.32,85.62,83.62,92.63,Performance Loss,🟡 Average,1,✅ Normal
2026-07-03,A,M1-HPDC,480,56,28.12,599,29,570,0.8833333333333333,0.6621022012578617,0.9515859766277128,55.65,88.33,66.21,95.16,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-03,A,M2-HPDC,480,11,31.15,734,57,677,0.9770833333333333,0.8125124378109452,0.9223433242506812,73.22,97.71,81.25,92.23,Performance Loss,🟡 Average,1,✅ Normal
2026-07-03,A,M3-HPDC,480,73,32.15,646,69,577,0.8479166666666667,0.8504873054873054,0.8931888544891641,64.41,84.79,85.05,89.32,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-03,A,M4-HPDC,480,44,28.17,659,63,596,0.9083333333333333,0.7096341743119267,0.9044006069802731,58.3,90.83,70.96,90.44,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-03,B,M1-HPDC,480,24,34.43,660,75,585,0.95,0.8305482456140351,0.8863636363636364,69.94,95.0,83.05,88.64,Performance Loss,🟡 Average,1,✅ Normal
2026-07-03,B,M2-HPDC,480,37,30.69,806,75,731,0.9229166666666667,0.9306297968397291,0.9069478908188585,77.9,92.29,93.06,90.69,Quality Loss,🟡 Average,1,✅ Normal
2026-07-03,B,M3-HPDC,480,117,33.85,582,19,563,0.75625,0.9045316804407714,0.9673539518900344,66.17,75.62,90.45,96.74,Availability Loss,🟡 Average,1,✅ Normal
2026-07-03,B,M4-HPDC,480,34,32.73,710,59,651,0.9291666666666667,0.868396860986547,0.9169014084507042,73.98,92.92,86.84,91.69,Quality Loss,🟡 Average,1,✅ Normal
2026-07-03,C,M1-HPDC,480,72,34.55,599,61,538,0.85,0.8454023692810456,0.8981636060100167,64.54,85.0,84.54,89.82,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-03,C,M2-HPDC,480,64,28.2,579,62,517,0.8666666666666667,0.6541586538461538,0.8929188255613126,50.62,86.67,65.42,89.29,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-03,C,M3-HPDC,480,85,33.59,494,31,463,0.8229166666666666,0.7001459915611815,0.937246963562753,54.0,82.29,70.01,93.72,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-03,C,M4-HPDC,480,78,34.27,633,40,593,0.8375,0.8993743781094529,0.9368088467614534,70.56,83.75,89.94,93.68,Availability Loss,🟡 Average,1,✅ Normal
2026-07-04,A,M1-HPDC,480,56,33.07,565,55,510,0.8833333333333333,0.7344555817610062,0.9026548672566371,58.56,88.33,73.45,90.27,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-04,A,M2-HPDC,480,22,30.86,603,39,564,0.9541666666666667,0.6771681222707423,0.9353233830845771,60.43,95.42,67.72,93.53,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-04,A,M3-HPDC,480,88,28.96,661,27,634,0.8166666666666667,0.8138843537414967,0.9591527987897126,63.75,81.67,81.39,95.92,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-04,A,M4-HPDC,480,40,30.51,643,74,569,0.9166666666666666,0.7431034090909091,0.8849144634525661,60.28,91.67,74.31,88.49,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-04,B,M1-HPDC,480,22,30.93,823,80,743,0.9541666666666667,0.9263242358078603,0.9027946537059538,79.8,95.42,92.63,90.28,Quality Loss,🟡 Average,1,✅ Normal
2026-07-04,B,M2-HPDC,480,41,29.78,659,64,595,0.9145833333333333,0.7450652999240699,0.9028831562974203,61.52,91.46,74.51,90.29,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-04,B,M3-HPDC,480,148,33.69,528,28,500,0.6916666666666667,0.8929879518072289,0.946969696969697,58.49,69.17,89.3,94.7,Availability Loss,🔴 Below Average,-1,⚠️ Anomaly
2026-07-04,B,M4-HPDC,480,45,29.23,623,31,592,0.90625,0.6977122605363985,0.9502407704654896,60.08,90.62,69.77,95.02,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-04,C,M1-HPDC,480,49,28.8,713,14,699,0.8979166666666667,0.7940603248259861,0.9803646563814866,69.9,89.79,79.41,98.04,Performance Loss,🟡 Average,1,✅ Normal
2026-07-04,C,M2-HPDC,480,95,31.87,573,24,549,0.8020833333333334,0.7905415584415585,0.9581151832460733,60.75,80.21,79.05,95.81,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-04,C,M3-HPDC,480,150,34.98,483,29,454,0.6875,0.8533000000000001,0.9399585921325052,55.14,68.75,85.33,94.0,Availability Loss,🔴 Below Average,-1,⚠️ Anomaly
2026-07-04,C,M4-HPDC,480,74,33.34,668,47,621,0.8458333333333333,0.9142495894909689,0.9296407185628742,71.89,84.58,91.42,92.96,Availability Loss,🟡 Average,1,✅ Normal
2026-07-05,A,M1-HPDC,480,31,28.68,886,62,824,0.9354166666666667,0.9432249443207127,0.9300225733634312,82.06,93.54,94.32,93.0,Quality Loss,🟡 Average,1,✅ Normal
2026-07-05,A,M2-HPDC,480,45,29.05,695,25,670,0.90625,0.7735536398467433,0.9640287769784173,67.58,90.62,77.36,96.4,Performance Loss,🟡 Average,1,✅ Normal
2026-07-05,A,M3-HPDC,480,104,31.24,669,23,646,0.7833333333333333,0.9263989361702126,0.9656203288490284,70.07,78.33,92.64,96.56,Availability Loss,🟡 Average,1,✅ Normal
2026-07-05,A,M4-HPDC,480,45,28.77,635,75,560,0.90625,0.6999597701149426,0.8818897637795275,55.94,90.62,70.0,88.19,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-05,B,M1-HPDC,480,34,29.84,611,59,552,0.9291666666666667,0.6813243647234679,0.9034369885433715,57.19,92.92,68.13,90.34,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-05,B,M2-HPDC,480,50,30.54,619,44,575,0.8958333333333334,0.7327232558139535,0.9289176090468497,60.97,89.58,73.27,92.89,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-05,B,M3-HPDC,480,144,29.68,640,73,567,0.7,0.9422222222222223,0.8859375,58.43,70.0,94.22,88.59,Availability Loss,🔴 Below Average,-1,⚠️ Anomaly
2026-07-05,B,M4-HPDC,480,23,31.76,696,28,668,0.9520833333333333,0.8061619256017506,0.9597701149425287,73.67,95.21,80.62,95.98,Performance Loss,🟡 Average,1,✅ Normal
2026-07-05,C,M1-HPDC,480,72,33.03,680,15,665,0.85,0.9175000000000001,0.9779411764705882,76.27,85.0,91.75,97.79,Quality Loss,🟡 Average,1,✅ Normal
2026-07-05,C,M2-HPDC,480,44,31.14,658,30,628,0.9083333333333333,0.7832614678899082,0.9544072948328267,67.9,90.83,78.33,95.44,Performance Loss,🟡 Average,1,✅ Normal
2026-07-05,C,M3-HPDC,480,77,34.96,615,34,581,0.8395833333333333,0.889181141439206,0.9447154471544715,70.53,83.96,88.92,94.47,Availability Loss,🟡 Average,1,✅ Normal
2026-07-05,C,M4-HPDC,480,61,33.21,711,65,646,0.8729166666666667,0.9392326968973748,0.9085794655414908,74.49,87.29,93.92,90.86,Quality Loss,🟡 Average,1,✅ Normal
2026-07-06,A,M1-HPDC,480,59,30.82,692,34,658,0.8770833333333333,0.8443167062549485,0.9508670520231214,70.42,87.71,84.43,95.09,Performance Loss,🟡 Average,1,✅ Normal
2026-07-06,A,M2-HPDC,480,44,28.23,660,78,582,0.9083333333333333,0.7122247706422018,0.8818181818181818,57.05,90.83,71.22,88.18,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-06,A,M3-HPDC,480,81,28.86,672,33,639,0.83125,0.8101052631578947,0.9508928571428571,64.03,83.12,81.01,95.09,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-06,A,M4-HPDC,480,49,31.39,592,18,574,0.8979166666666667,0.7185955143078113,0.9695945945945946,62.56,89.79,71.86,96.96,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-06,B,M1-HPDC,480,19,28.63,755,48,707,0.9604166666666667,0.7814768618944323,0.9364238410596026,70.28,96.04,78.15,93.64,Performance Loss,🟡 Average,1,✅ Normal
2026-07-06,B,M2-HPDC,480,53,34.27,568,27,541,0.8895833333333333,0.7597720530835285,0.9524647887323944,64.38,88.96,75.98,95.25,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-06,B,M3-HPDC,480,131,33.01,580,53,527,0.7270833333333333,0.9143170964660936,0.9086206896551724,60.4,72.71,91.43,90.86,Availability Loss,🔴 Below Average,-1,⚠️ Anomaly
2026-07-06,B,M4-HPDC,480,44,34.99,519,18,501,0.9083333333333333,0.6941823394495413,0.9653179190751445,60.87,90.83,69.42,96.53,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-06,C,M1-HPDC,480,83,29.41,629,57,572,0.8270833333333333,0.7766116708648194,0.9093799682034976,58.41,82.71,77.66,90.94,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-06,C,M2-HPDC,480,74,31.53,515,48,467,0.8458333333333333,0.666582512315271,0.9067961165048544,51.13,84.58,66.66,90.68,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-06,C,M3-HPDC,480,107,33.13,545,11,534,0.7770833333333333,0.8067850759606793,0.9798165137614679,61.43,77.71,80.68,97.98,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-06,C,M4-HPDC,480,57,32.57,572,15,557,0.88125,0.7340441292356187,0.9737762237762237,62.99,88.12,73.4,97.38,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-07,A,M1-HPDC,480,58,30.2,582,49,533,0.8791666666666667,0.694170616113744,0.915807560137457,55.89,87.92,69.42,91.58,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-07,A,M2-HPDC,480,33,31.92,639,57,582,0.93125,0.760510067114094,0.9107981220657277,64.5,93.12,76.05,91.08,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-07,A,M3-HPDC,480,119,28.02,724,19,705,0.7520833333333333,0.9365872576177285,0.9737569060773481,68.59,75.21,93.66,97.38,Availability Loss,🟡 Average,-1,⚠️ Anomaly
2026-07-07,A,M4-HPDC,480,53,28.84,742,32,710,0.8895833333333333,0.8352568306010929,0.9568733153638814,71.1,88.96,83.53,95.69,Performance Loss,🟡 Average,1,✅ Normal
2026-07-07,B,M1-HPDC,480,57,33.51,649,69,580,0.88125,0.8568947990543735,0.8936825885978429,67.49,88.12,85.69,89.37,Quality Loss,🟡 Average,1,✅ Normal
2026-07-07,B,M2-HPDC,480,59,30.27,750,48,702,0.8770833333333333,0.8987529691211401,0.936,73.78,87.71,89.88,93.6,Quality Loss,🟡 Average,1,✅ Normal
2026-07-07,B,M3-HPDC,480,90,30.03,600,60,540,0.8125,0.77,0.9,56.31,81.25,77.0,90.0,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-07,B,M4-HPDC,480,17,34.24,758,26,732,0.9645833333333333,0.9342663786897049,0.9656992084432717,87.03,96.46,93.43,96.57,Quality Loss,🟢 World Class,-1,⚠️ Anomaly
2026-07-07,C,M1-HPDC,480,99,34.9,450,42,408,0.79375,0.687007874015748,0.9066666666666666,49.44,79.38,68.7,90.67,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-07,C,M2-HPDC,480,94,31.69,642,68,574,0.8041666666666667,0.8784533678756477,0.8940809968847352,63.16,80.42,87.85,89.41,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-07,C,M3-HPDC,480,108,33.8,593,46,547,0.775,0.8980017921146952,0.9224283305227656,64.2,77.5,89.8,92.24,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-07,C,M4-HPDC,480,76,34.12,502,24,478,0.8416666666666667,0.7066105610561055,0.952191235059761,56.63,84.17,70.66,95.22,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-08,A,M1-HPDC,480,41,32.46,679,76,603,0.9145833333333333,0.8367630979498861,0.8880706921944035,67.96,91.46,83.68,88.81,Performance Loss,🟡 Average,1,✅ Normal
2026-07-08,A,M2-HPDC,480,20,29.11,742,49,693,0.9583333333333334,0.7825949275362318,0.9339622641509434,70.05,95.83,78.26,93.4,Performance Loss,🟡 Average,1,✅ Normal
2026-07-08,A,M3-HPDC,480,121,30.01,680,69,611,0.7479166666666667,0.9473909006499536,0.8985294117647059,63.67,74.79,94.74,89.85,Availability Loss,🔴 Below Average,-1,⚠️ Anomaly
2026-07-08,A,M4-HPDC,480,22,32.69,678,33,645,0.9541666666666667,0.8065436681222707,0.9513274336283186,73.21,95.42,80.65,95.13,Performance Loss,🟡 Average,1,✅ Normal
2026-07-08,B,M1-HPDC,480,21,28.5,656,18,638,0.95625,0.6788671023965142,0.9725609756097561,63.14,95.62,67.89,97.26,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-08,B,M2-HPDC,480,56,28.82,835,96,739,0.8833333333333333,0.945939465408805,0.8850299401197604,73.95,88.33,94.59,88.5,Quality Loss,🟡 Average,1,✅ Normal
2026-07-08,B,M3-HPDC,480,90,33.84,534,62,472,0.8125,0.7722461538461539,0.8838951310861424,55.46,81.25,77.22,88.39,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-08,B,M4-HPDC,480,23,29.33,697,47,650,0.9520833333333333,0.7455510576221736,0.9325681492109039,66.2,95.21,74.56,93.26,Performance Loss,🟡 Average,1,✅ Normal
2026-07-08,C,M1-HPDC,480,40,34.49,646,42,604,0.9166666666666666,0.8439598484848485,0.934984520123839,72.33,91.67,84.4,93.5,Performance Loss,🟡 Average,1,✅ Normal
2026-07-08,C,M2-HPDC,480,40,33.53,660,64,596,0.9166666666666666,0.8382499999999999,0.9030303030303031,69.39,91.67,83.82,90.3,Performance Loss,🟡 Average,1,✅ Normal
2026-07-08,C,M3-HPDC,480,112,31.66,477,46,431,0.7666666666666667,0.6839592391304348,0.9035639412997903,47.38,76.67,68.4,90.36,Availability Loss,🔴 Below Average,-1,⚠️ Anomaly
2026-07-08,C,M4-HPDC,480,67,31.43,606,22,584,0.8604166666666667,0.7686271186440677,0.9636963696369637,63.73,86.04,76.86,96.37,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-09,A,M1-HPDC,480,13,31.87,781,79,702,0.9729166666666667,0.8883108493932905,0.8988476312419974,77.68,97.29,88.83,89.88,Quality Loss,🟡 Average,1,✅ Normal
2026-07-09,A,M2-HPDC,480,23,28.82,773,79,694,0.9520833333333333,0.8124675419401897,0.8978007761966365,69.45,95.21,81.25,89.78,Performance Loss,🟡 Average,1,✅ Normal
2026-07-09,A,M3-HPDC,480,75,29.36,760,55,705,0.84375,0.9182551440329217,0.9276315789473685,71.87,84.38,91.83,92.76,Availability Loss,🟡 Average,1,✅ Normal
2026-07-09,A,M4-HPDC,480,56,32.21,747,81,666,0.8833333333333333,0.9457889150943396,0.891566265060241,74.49,88.33,94.58,89.16,Quality Loss,🟡 Average,1,✅ Normal
2026-07-09,B,M1-HPDC,480,26,33.09,644,18,626,0.9458333333333333,0.7823039647577094,0.9720496894409938,71.92,94.58,78.23,97.2,Performance Loss,🟡 Average,1,✅ Normal
2026-07-09,B,M2-HPDC,480,24,31.93,674,56,618,0.95,0.7865796783625731,0.9169139465875371,68.52,95.0,78.66,91.69,Performance Loss,🟡 Average,1,✅ Normal
2026-07-09,B,M3-HPDC,480,148,29.62,441,30,411,0.6916666666666667,0.6557439759036144,0.9319727891156463,42.27,69.17,65.57,93.2,Availability Loss,🔴 Below Average,-1,⚠️ Anomaly
2026-07-09,B,M4-HPDC,480,37,28.49,832,98,734,0.9229166666666667,0.8917863054928518,0.8822115384615384,72.61,92.29,89.18,88.22,Quality Loss,🟡 Average,1,✅ Normal
2026-07-09,C,M1-HPDC,480,98,29.16,584,53,531,0.7958333333333333,0.7429947643979057,0.9092465753424658,53.76,79.58,74.3,90.92,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-09,C,M2-HPDC,480,77,28.93,566,15,551,0.8395833333333333,0.6771869313482216,0.9734982332155477,55.35,83.96,67.72,97.35,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-09,C,M3-HPDC,480,147,28.49,573,61,512,0.69375,0.8170555555555555,0.893542757417103,50.65,69.38,81.71,89.35,Availability Loss,🔴 Below Average,-1,⚠️ Anomaly
2026-07-09,C,M4-HPDC,480,66,31.53,721,34,687,0.8625,0.9151823671497585,0.9528432732316228,75.21,86.25,91.52,95.28,Quality Loss,🟡 Average,1,✅ Normal
2026-07-10,A,M1-HPDC,480,52,33.45,693,77,616,0.8916666666666667,0.9026810747663552,0.8888888888888888,71.55,89.17,90.27,88.89,Quality Loss,🟡 Average,1,✅ Normal
2026-07-10,A,M2-HPDC,480,26,34.34,719,86,633,0.9458333333333333,0.9064045521292219,0.8803894297635605,75.48,94.58,90.64,88.04,Quality Loss,🟡 Average,1,✅ Normal
2026-07-10,A,M3-HPDC,480,60,32.75,629,72,557,0.875,0.8174503968253968,0.8855325914149443,63.34,87.5,81.75,88.55,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-10,A,M4-HPDC,480,24,30.8,704,34,670,0.95,0.792514619883041,0.9517045454545454,71.65,95.0,79.25,95.17,Performance Loss,🟡 Average,1,✅ Normal
2026-07-10,B,M1-HPDC,480,16,32.83,639,57,582,0.9666666666666667,0.7535334051724137,0.9107981220657277,66.34,96.67,75.35,91.08,Performance Loss,🟡 Average,1,✅ Normal
2026-07-10,B,M2-HPDC,480,23,31.62,583,45,538,0.9520833333333333,0.6722997811816193,0.9228130360205832,59.07,95.21,67.23,92.28,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-10,B,M3-HPDC,480,115,31.12,626,56,570,0.7604166666666666,0.8895488584474885,0.9105431309904153,61.59,76.04,88.95,91.05,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-10,B,M4-HPDC,480,30,31.19,778,41,737,0.9375,0.898734074074074,0.9473007712082262,79.82,93.75,89.87,94.73,Quality Loss,🟡 Average,1,✅ Normal
2026-07-10,C,M1-HPDC,480,76,32.94,491,50,441,0.8416666666666667,0.6672252475247524,0.8981670061099797,50.44,84.17,66.72,89.82,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-10,C,M2-HPDC,480,91,28.75,558,20,538,0.8104166666666667,0.6873393316195373,0.96415770609319,53.71,81.04,68.73,96.42,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-10,C,M3-HPDC,480,120,31.87,594,21,573,0.75,0.8764249999999999,0.9646464646464646,63.41,75.0,87.64,96.46,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-10,C,M4-HPDC,480,69,33.74,526,58,468,0.85625,0.7196772100567722,0.8897338403041825,54.83,85.62,71.97,88.97,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-11,A,M1-HPDC,480,48,33.88,630,74,556,0.9,0.8234722222222223,0.8825396825396825,65.41,90.0,82.35,88.25,Performance Loss,🟡 Average,1,✅ Normal
2026-07-11,A,M2-HPDC,480,52,32.67,646,67,579,0.8916666666666667,0.8218387850467289,0.8962848297213623,65.68,89.17,82.18,89.63,Performance Loss,🟡 Average,1,✅ Normal
2026-07-11,A,M3-HPDC,480,90,34.3,583,46,537,0.8125,0.854568376068376,0.9210977701543739,63.96,81.25,85.46,92.11,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-11,A,M4-HPDC,480,41,29.86,642,42,600,0.9145833333333333,0.7277949886104783,0.9345794392523364,62.21,91.46,72.78,93.46,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-11,B,M1-HPDC,480,21,34.93,525,27,498,0.95625,0.6658769063180828,0.9485714285714286,60.4,95.62,66.59,94.86,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-11,B,M2-HPDC,480,55,31.87,662,74,588,0.8854166666666666,0.8273701960784314,0.8882175226586103,65.07,88.54,82.74,88.82,Performance Loss,🟡 Average,1,✅ Normal
2026-07-11,B,M3-HPDC,480,124,30.21,461,41,420,0.7416666666666667,0.6520042134831461,0.911062906724512,44.06,74.17,65.2,91.11,Availability Loss,🔴 Below Average,-1,⚠️ Anomaly
2026-07-11,B,M4-HPDC,480,27,30.29,629,27,602,0.94375,0.7009716703458425,0.9570747217806042,63.31,94.38,70.1,95.71,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-11,C,M1-HPDC,480,80,30.92,653,38,615,0.8333333333333334,0.8412816666666667,0.9418070444104135,66.03,83.33,84.13,94.18,Availability Loss,🟡 Average,1,✅ Normal
2026-07-11,C,M2-HPDC,480,96,29.92,675,29,646,0.8,0.8765625,0.957037037037037,67.11,80.0,87.66,95.7,Availability Loss,🟡 Average,1,✅ Normal
2026-07-11,C,M3-HPDC,480,118,31.34,555,61,494,0.7541666666666667,0.8008149171270719,0.8900900900900901,53.76,75.42,80.08,89.01,Availability Loss,🔴 Below Average,1,✅ Normal
2026-07-11,C,M4-HPDC,480,83,33.36,655,73,582,0.8270833333333333,0.9173299748110831,0.8885496183206106,67.41,82.71,91.73,88.85,Availability Loss,🟡 Average,1,✅ Normal
2026-07-12,A,M1-HPDC,480,55,29.26,623,25,598,0.8854166666666666,0.7148619607843137,0.9598715890850722,60.76,88.54,71.49,95.99,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-12,A,M2-HPDC,480,14,32.35,658,29,629,0.9708333333333333,0.7613125894134477,0.9559270516717325,70.65,97.08,76.13,95.59,Performance Loss,🟡 Average,1,✅ Normal
2026-07-12,A,M3-HPDC,480,120,31.84,448,40,408,0.75,0.6603851851851852,0.9107142857142857,45.11,75.0,66.04,91.07,Availability Loss,🔴 Below Average,-1,⚠️ Anomaly
2026-07-12,A,M4-HPDC,480,46,28.43,743,72,671,0.9041666666666667,0.8111939324116744,0.9030955585464334,66.24,90.42,81.12,90.31,Performance Loss,🟡 Average,1,✅ Normal
2026-07-12,B,M1-HPDC,480,54,30.94,713,29,684,0.8875,0.8630758998435055,0.9593267882187938,73.48,88.75,86.31,95.93,Quality Loss,🟡 Average,1,✅ Normal
2026-07-12,B,M2-HPDC,480,34,30.81,674,64,610,0.9291666666666667,0.7760067264573991,0.9050445103857567,65.26,92.92,77.6,90.5,Performance Loss,🟡 Average,1,✅ Normal
2026-07-12,B,M3-HPDC,480,67,34.83,630,64,566,0.8604166666666667,0.8855084745762711,0.8984126984126984,68.45,86.04,88.55,89.84,Quality Loss,🟡 Average,1,✅ Normal
2026-07-12,B,M4-HPDC,480,48,32.31,594,34,560,0.9,0.7404375000000001,0.9427609427609428,62.83,90.0,74.04,94.28,Performance Loss,🔴 Below Average,1,✅ Normal
2026-07-12,C,M1-HPDC,480,86,34.64,556,27,529,0.8208333333333333,0.8147140439932318,0.9514388489208633,63.63,82.08,81.47,95.14,Availability Loss,🔴 Below Average,1,✅ Normal
